name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url
['From Mopping Floors to Making Millions on Instagram: 5 Steps to Building an Online Brand'],"
Brown,Ronne",19.29,24.15,640,['HARPER BUSINESS               '],Paperback,21/02/2006,['103 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781682615362
"['How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job']","
Helgesen,Sally",39.0,45.94,96,['PENGUIN GROUP                 '],Hardcover,08/09/1998,['193 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316440127
['Family Child Care 2018 Tax Workbook and Organizer'],"
Copeland,Tom",31.49,39.42,224,['PORTFOLIO                     '],Paperback,21/02/2017,['11 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781605546483
['The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins'],"
Tsing,AnnaLowenhaupt",29.85,37.37,272,['TAYLOR PUB                    '],Paperback,16/11/2010,['362 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780691178325
['The High Performance Planner'],"
Burchard,Brendon",38.68,45.57,240,['BERRETT-KOEHLER               '],Other,04/09/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781401957230
['Essentialism: The Disciplined Pursuit of Less'],"
McKeown,Greg",36.28,42.74,352,['ALFRED A KNOPF                '],Hardcover,21/05/2018,['5 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780804137386
['The Millionaire Real Estate Investor'],"
Keller,Gary",37.55,44.24,228,['BUSINESS PLUS                 '],Paperback,09/10/2012,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780071446372
['The Speed of Trust: The One Thing That Changes Everything'],"
Covey,StephenM.R.",39.07,46.02,304,['HARVARD BUSINESS              '],Hardcover,14/05/2013,['1072 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780743297301
"[""This Is Marketing: You Can't Be Seen Until You Learn to See""]","
Godin,Seth",31.15,38.99,272,['VINTAGE BOOKS                 '],Hardcover,29/08/1995,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780525540830
"[""J.K. Lasser's Your Income Tax 2019: For Preparing Your 2018 Tax Return""]","
JKLasserInstitute",45.04,53.06,44,['MERCHANT BOOKS                '],Paperback,03/04/2013,['63 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781119532712
['The Practice of Adaptive Leadership: Tools and Tactics for Changing Your Organization and the World'],"
Heifetz,RonaldA.",47.46,55.91,272,['ST MARTINS PR INC             '],Hardcover,14/03/2017,['56 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781422105764
['Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days'],"
Knapp,Jake",40.6,47.83,320,['AVERY PUB GROUP               '],Hardcover,16/10/2018,['368 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781501121746
['The Most Important Thing Illuminated: Uncommon Sense for the Thoughtful Investor'],"
Marks,Howard",42.11,49.61,288,['PRINCETON UNIV PR             '],Hardcover,28/11/2017,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780231162845
['Leadership on the Line: Staying Alive Through the Dangers of Change'],"
Heifetz,RonaldA.",55.66,65.57,240,['HARPERCOLLINS LEADERSHIP      '],Hardcover,10/10/2017,['187 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781633692831
"['...and Forgive Them Their Debts: Lending, Foreclosure and Redemption from Bronze Age Finance to the Jubilee Year']","
Hudson,Michael",63.33,74.6,336,['PLATA PUB                     '],Paperback,11/04/2017,['142 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9783981826029
['Playing to Win: How Strategy Really Works'],"
Lafley,A.G.",48.77,57.45,320,['HARPER COLLINS                '],Hardcover,29/01/2008,['96 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781422187395
['Basic Economics: A Common Sense Guide to the Economy'],"
Sowell,Thomas",66.13,77.9,158,['HACHETTE AUDIO PA             '],Hardcover,21/08/2007,['151 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780465060733
['Developing the Leader Within You 2.0'],"
Maxwell,JohnC.",37.74,44.46,456,['GREENLEAF BOOK GROUP LLC      '],Hardcover,01/11/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780718073992
['Crashed: How a Decade of Financial Crises Changed the World'],"
Tooze,Adam",53.68,63.23,272,['MCGRAW HILL BOOK CO           '],Hardcover,09/09/2011,['213 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780670024933
['F.U. Money: Make as Much Money as You Damn Well Want and Live Your Life as You Damn Well Please!'],"
Lok,Dan",22.93,28.71,196,['KPT PUB                       '],Paperback,18/12/2018,['3 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781599325743
"['Sam Walton, Made in America: My Story']","
Walton,Sam",12.48,15.62,756,['PROJECT MGMT INST             '],Mass,22/09/2017,['71 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780553562835
['One Minute Manager Meets the Monkey'],"
Blanchard,Ken",18.91,23.67,272,['HOUGHTON MIFFLIN              '],Paperback,25/09/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780688103804
"['Blue Ocean Strategy, Expanded Edition: How to Create Uncontested Market Space and Make the Competition Irrelevant']","
Kim,W.Chan",45.36,53.43,288,['MCGRAW HILL BOOK CO           '],Hardcover,01/09/2004,['201 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781625274496
['Wooden on Leadership: How to Create a Winning Organizaion'],"
Wooden,John",42.86,50.49,320,['BZK PR                        '],Hardcover,26/06/2018,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780071453394
['Extreme Ownership: How U.S. Navy Seals Lead and Win'],"
Willink,Jocko",38.99,45.93,258,['GREENLEAF BOOK GROUP LLC      '],Hardcover,01/03/2012,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781250183866
['The Five Dysfunctions of a Team: A Leadership Fable'],"
Lencioni,PatrickM.",34.97,41.2,289,['HARPER BUSINESS               '],Hardcover,04/03/2014,['61 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780787960759
['Be Fearless: 5 Principles for a Life of Breakthroughs and Purpose'],"
Case,Jean",40.03,47.15,175,['GALLUP                        '],Hardcover,01/02/2007,['515 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781501196348
